payment_id,customer_id,staff_id,rental_id,inventory_id,film_id,amount,payment_date
19708,285,2,12687,3092,680,9.99,2022-01-27 18:13:36.930059+00
19715,286,2,13635,669,146,5.99,2022-01-24 17:39:54.179259+00
19749,289,2,14729,2483,544,4.99,2022-01-31 01:39:25.058984+00
19789,294,2,14630,4049,881,7.99,2022-01-30 12:39:09.641986+00
19802,296,2,13471,1391,305,2.99,2022-01-30 00:46:22.908088+00
19814,297,1,11784,3101,681,0.99,2022-01-26 21:25:50.413534+00
19820,297,2,15582,4264,927,2.99,2022-01-29 02:20:32.774683+00
19877,303,1,15511,3327,732,3.99,2022-01-26 06:19:36.155054+00
19905,306,1,13996,3341,734,4.99,2022-01-30 01:34:03.758248+00
19921,308,1,12590,2624,575,6.99,2022-01-27 01:56:21.534079+00
19995,317,1,14032,3542,774,5.99,2022-01-25 15:10:20.008222+00
20022,322,2,11120,4185,911,4.99,2022-01-29 21:00:05.770319+00
20041,324,2,12543,330,73,2.99,2022-01-27 14:55:53.526755+00
20108,331,1,15521,134,26,2.99,2022-01-24 22:26:45.22042+00
20118,333,2,10844,1516,331,4.99,2022-01-28 14:20:42.924392+00
20130,334,2,10997,300,68,7.99,2022-01-25 06:39:06.150092+00
20185,339,2,14758,2372,517,3.99,2022-01-24 18:02:43.296998+00
20187,340,1,10667,3937,858,8.99,2022-01-30 21:06:49.580668+00
20203,341,2,13059,3810,834,0.99,2022-01-26 07:17:47.311835+00
20222,342,2,14299,4028,877,0.99,2022-01-26 02:41:21.753457+00
20235,344,2,13014,3400,745,4.99,2022-01-28 00:05:46.433252+00
20238,344,2,14624,4,1,0.99,2022-01-31 15:12:46.449162+00
20273,348,2,13238,985,220,2.99,2022-01-29 20:10:32.406455+00
20294,350,2,11692,1222,271,6.99,2022-01-29 05:30:47.589021+00
20298,350,2,13086,3712,812,0.99,2022-01-24 04:24:26.124005+00
20306,351,2,15712,1882,410,2.99,2022-01-26 11:45:14.236888+00
20307,351,1,15762,887,197,2.99,2022-01-24 21:06:57.697542+00
20321,353,1,15564,1268,281,1.99,2022-01-24 20:33:37.771799+00
20341,356,2,12037,766,167,4.99,2022-01-27 06:40:06.152386+00
20348,356,2,15754,2306,501,5.99,2022-01-24 01:20:01.872735+00
20374,360,2,12088,1754,381,5.99,2022-01-27 17:32:01.588751+00
20384,361,2,11031,1205,267,5.99,2022-01-24 21:38:06.105772+00
20404,362,1,14808,1657,361,4.99,2022-01-30 07:02:05.956403+00
20459,368,2,13963,4145,901,1.99,2022-01-30 23:00:01.348328+00
20496,372,2,13871,3206,704,8.99,2022-01-31 08:40:19.131294+00
20514,373,2,13467,696,152,2.99,2022-01-28 09:47:03.737176+00
20523,374,2,15053,1065,237,5.99,2022-01-24 04:58:04.961672+00
20635,386,1,10572,1239,274,4.99,2022-01-28 12:00:15.770933+00
20682,390,2,13546,2492,546,3.99,2022-01-31 19:56:46.127963+00
20730,395,1,15698,4465,975,2.99,2022-01-29 12:46:31.854989+00
20732,395,1,15970,4509,985,4.99,2022-01-29 03:28:05.576935+00
20753,397,2,14100,4295,936,3.99,2022-01-30 10:21:05.287972+00
20755,397,1,15083,1691,369,6.99,2022-01-28 04:43:40.815687+00
20761,399,2,10654,2522,554,2.99,2022-01-29 12:14:06.63989+00
20768,399,1,15468,2440,532,4.99,2022-01-26 03:04:31.794521+00
20791,402,1,15428,4379,957,4.99,2022-01-27 17:24:48.640077+00
20794,403,2,10789,3298,726,2.99,2022-01-31 04:39:28.343408+00
20797,403,2,11427,3287,724,2.99,2022-01-30 13:14:43.67663+00
20824,405,1,13398,3376,741,0.99,2022-01-28 15:20:35.676204+00
20861,409,2,12830,4080,890,0.99,2022-01-26 10:53:40.524884+00
20862,409,1,13392,692,151,8.99,2022-01-30 17:23:02.625939+00
20864,409,1,14103,1438,314,1.99,2022-01-25 02:31:27.967407+00
20923,415,2,12128,2252,487,5.99,2022-01-25 19:35:32.519711+00
20934,416,1,11557,2376,518,6.99,2022-01-28 16:39:26.875461+00
20951,417,1,14304,2650,580,6.99,2022-01-27 09:48:07.413642+00
20972,419,1,10372,635,138,2.99,2022-01-26 09:48:23.333497+00
20998,422,1,11658,2008,437,2.99,2022-01-30 08:33:04.810743+00
21013,423,2,14191,301,68,6.99,2022-01-26 08:07:23.399941+00
21105,435,1,14765,2817,619,1.99,2022-01-30 02:23:45.220535+00
21113,436,2,12429,2994,657,6.99,2022-01-30 08:06:45.10296+00
21157,440,2,14863,779,170,7.99,2022-01-26 02:20:28.760933+00
21167,442,2,10365,4032,878,6.99,2022-01-30 09:48:05.397811+00
21230,447,2,16032,2527,555,4.99,2022-01-25 10:25:32.517873+00
21267,451,2,13252,775,169,2.99,2022-01-29 19:13:41.101657+00
21271,451,2,14500,2024,440,0.99,2022-01-26 20:02:28.314185+00
21280,452,1,15909,404,89,0.99,2022-01-29 05:46:46.447694+00
21342,459,1,12527,2536,556,6.99,2022-01-31 20:29:53.534165+00
21370,461,1,15067,3684,806,2.99,2022-01-24 19:48:05.318601+00
21372,461,1,15336,490,109,6.99,2022-01-25 02:18:08.363636+00
21416,466,1,12048,3773,826,7.99,2022-01-31 03:06:18.951835+00
21422,466,1,16005,3265,719,7.99,2022-01-24 15:12:40.657792+00
21437,468,2,13221,120,24,3.99,2022-01-31 20:10:47.559735+00
21466,470,2,11711,1503,329,2.99,2022-01-31 05:47:10.309293+00
21490,472,2,13188,583,127,8.99,2022-01-30 19:23:12.717717+00
21498,473,1,11216,1109,246,4.99,2022-01-23 20:41:57.706703+00
21502,473,2,13984,2183,471,4.99,2022-01-25 04:42:00.671408+00
21546,478,2,15188,131,26,4.99,2022-01-24 03:57:26.18962+00
21635,489,2,11119,4307,938,9.99,2022-01-24 19:49:14.983437+00
21643,489,1,15205,3276,722,0.99,2022-01-29 12:57:38.091077+00
21670,493,1,15490,3922,856,6.99,2022-01-24 16:53:08.087622+00
21673,494,1,10623,4426,967,2.99,2022-01-28 18:21:54.64425+00
21705,497,1,15362,1023,229,5.99,2022-01-25 23:11:21.849622+00
21734,501,2,11393,1033,231,4.99,2022-01-27 03:34:50.010479+00
21769,504,2,10509,96,19,3.99,2022-01-28 12:32:22.776205+00
21801,507,2,12275,1474,322,4.99,2022-01-31 14:35:11.390874+00
21809,508,2,13201,111,22,2.99,2022-01-31 13:54:05.686313+00
21821,510,2,12406,4368,952,2.99,2022-01-25 19:19:48.228634+00
21946,523,1,12288,4401,962,2.99,2022-01-28 06:31:58.805747+00
22044,534,2,10725,4486,980,6.99,2022-01-31 21:22:55.65883+00
22063,535,1,14522,2101,456,4.99,2022-01-25 21:01:37.510648+00
22122,542,1,12819,1117,247,0.99,2022-01-28 14:08:11.647254+00
22128,543,1,11681,1260,280,2.99,2022-01-27 04:51:47.74531+00
22156,546,1,14797,1131,251,4.99,2022-01-27 07:37:47.216849+00
22166,547,2,13307,2242,484,2.99,2022-01-27 19:00:54.26734+00
22225,554,2,14015,3145,690,2.99,2022-01-28 15:48:12.372147+00
22250,557,2,13794,2148,464,2.99,2022-01-26 20:10:20.700702+00
22270,559,1,14342,2749,603,4.99,2022-01-26 15:54:59.782589+00
22296,562,2,13225,1420,311,2.99,2022-01-29 04:11:12.804962+00
22307,563,2,14592,2681,588,4.99,2022-01-28 09:22:32.084265+00
22308,563,2,15507,3130,688,0.99,2022-01-25 23:18:17.753901+00
22349,567,2,13031,1525,333,2.99,2022-01-24 18:39:01.35281+00
22356,568,1,11331,3789,829,2.99,2022-01-30 06:28:14.337144+00
22387,572,1,11114,1273,282,0.99,2022-01-30 23:37:28.009601+00
22388,572,1,11121,1025,229,4.99,2022-01-25 01:11:22.029254+00
22389,572,2,11415,2197,475,2.99,2022-01-27 09:41:06.398997+00
22411,574,2,15214,1500,328,2.99,2022-01-26 11:09:53.816189+00
22440,577,2,13500,1353,298,3.99,2022-01-26 14:46:04.264382+00
22481,582,1,14376,1936,421,4.99,2022-01-29 18:37:07.400251+00
22494,584,1,11213,1007,226,4.99,2022-01-27 00:09:29.157333+00
22500,584,2,14102,3772,825,5.99,2022-01-28 02:33:52.883802+00
22501,584,2,14230,844,184,5.99,2022-01-25 07:35:06.78563+00
22509,585,1,15804,3338,734,4.99,2022-01-31 11:55:26.82629+00
22548,590,2,11578,192,43,5.99,2022-01-24 22:24:48.280857+00
22593,596,2,12560,829,181,4.99,2022-01-25 08:03:15.066383+00
22646,204,2,13899,427,94,2.99,2022-01-29 08:49:11.474924+00
22657,206,2,10930,2027,441,3.99,2022-01-25 10:40:48.514132+00
22701,2,2,15907,2898,637,4.99,2022-01-24 08:17:41.922082+00
22708,3,1,15619,2468,540,2.99,2022-01-30 00:44:18.250996+00
22789,12,2,10392,3017,662,10.99,2022-01-28 09:58:42.781711+00
22796,13,1,11292,210,47,4.99,2022-01-25 09:02:06.924325+00
22821,15,2,12551,2195,474,2.99,2022-01-23 19:25:45.914197+00
22864,20,2,10284,2879,631,4.99,2022-01-27 02:18:50.852803+00
22869,20,2,13036,1469,321,4.99,2022-01-24 22:16:40.402865+00
22907,23,2,13331,3867,846,4.99,2022-01-24 19:04:52.891148+00
22929,25,1,15972,4428,968,5.99,2022-01-24 16:21:21.85371+00
23033,36,2,11616,2588,568,4.99,2022-01-25 12:16:44.430246+00
23038,36,1,14647,3854,843,9.99,2022-01-23 15:20:21.954692+00
23040,37,1,10538,686,150,2.99,2022-01-28 20:49:07.603897+00
23041,37,1,11176,1448,317,3.99,2022-01-23 18:35:29.965529+00
23071,40,1,10442,4570,999,2.99,2022-01-27 21:08:11.000453+00
23075,40,2,12877,1016,228,2.99,2022-01-29 23:28:41.102945+00
23095,42,1,15442,1452,319,2.99,2022-01-31 17:02:28.624422+00
23127,46,2,12280,4032,878,4.99,2022-01-27 14:01:12.109088+00
23201,54,1,10956,4372,953,4.99,2022-01-28 03:38:00.313108+00
23217,55,1,13345,47,10,6.99,2022-01-28 18:06:50.777355+00
23261,60,1,11404,3285,723,8.99,2022-01-27 11:58:31.676761+00
23266,60,1,15618,1903,414,5.99,2022-01-30 05:20:40.46252+00
23305,65,2,11845,14,3,2.99,2022-01-29 21:40:10.267891+00
23341,69,1,12121,3423,750,2.99,2022-01-27 00:22:39.385789+00
23348,70,1,11274,1253,277,9.99,2022-01-27 21:23:13.698157+00
23410,75,1,12662,1412,309,0.99,2022-01-25 01:30:30.382801+00
23481,83,1,11565,173,37,5.99,2022-01-25 20:35:51.817002+00
23498,84,1,15190,2096,455,4.99,2022-01-25 12:35:57.361807+00
23506,85,2,13733,3994,870,0.99,2022-01-28 17:21:05.008536+00
23509,86,2,10584,715,156,6.99,2022-01-29 13:58:55.808128+00
23562,91,1,15341,3359,737,4.99,2022-01-23 18:02:14.707836+00
23596,96,1,11984,3577,782,3.99,2022-01-27 16:57:16.836217+00
23616,99,1,10455,4197,913,1.99,2022-01-31 02:09:44.955718+00
23618,99,2,12379,2879,631,0.99,2022-01-30 19:10:45.909572+00
23671,106,1,12159,2243,485,7.99,2022-01-31 14:30:29.082452+00
23679,107,1,14562,3501,767,4.99,2022-01-27 11:14:02.597066+00
23695,109,2,15677,2050,445,2.99,2022-01-31 14:28:32.929983+00
23710,112,1,11019,3227,709,2.99,2022-01-30 22:15:39.6354+00
23729,113,1,15600,2260,489,1.99,2022-01-25 23:27:02.555671+00
23732,114,2,12326,1865,407,0.99,2022-01-26 08:41:59.952593+00
23736,114,1,14867,271,60,4.99,2022-01-24 13:56:49.411778+00
23800,120,1,14246,3499,767,4.99,2022-01-30 14:52:11.250595+00
23838,125,1,10583,704,154,2.99,2022-01-26 16:24:45.120882+00
23864,127,2,12820,2936,645,2.99,2022-01-28 02:00:32.01573+00
23885,129,1,10483,1521,331,2.99,2022-01-28 14:19:30.740137+00
23887,129,2,10816,905,201,4.99,2022-01-24 11:15:38.819069+00
23918,132,1,10400,3897,851,6.99,2022-01-30 19:06:51.48459+00
23927,133,1,12834,757,165,4.99,2022-01-27 08:08:41.918572+00
23955,136,2,13992,2798,614,4.99,2022-01-28 17:29:24.197732+00
23960,137,2,10842,1300,287,5.99,2022-01-25 18:22:50.89799+00
24010,141,1,12032,1106,245,5.99,2022-01-27 04:55:26.864795+00
24012,141,2,12107,1060,235,3.99,2022-01-27 00:58:55.450603+00
24016,141,2,13470,3097,680,4.99,2022-01-23 15:06:30.830136+00
24041,144,1,10951,173,37,4.99,2022-01-28 02:55:02.723978+00
24054,145,2,10799,3282,723,4.99,2022-01-25 18:49:00.649389+00
24073,146,1,13606,83,17,4.99,2022-01-25 11:42:23.343897+00
24081,147,2,13542,4543,992,4.99,2022-01-28 14:30:27.726116+00
24084,147,1,14156,437,97,0.99,2022-01-31 10:11:49.767015+00
24102,148,2,14629,761,166,2.99,2022-01-28 14:29:31.72761+00
24120,150,2,12260,1352,298,6.99,2022-01-31 12:51:54.571076+00
24124,150,2,12890,3831,839,0.99,2022-01-28 05:56:09.510327+00
24143,152,1,10320,2298,500,6.99,2022-01-29 14:10:25.126451+00
24153,152,2,14668,1450,317,4.99,2022-01-28 03:05:59.02215+00
24186,156,2,13802,2079,450,2.99,2022-01-25 23:36:48.546263+00
24190,156,1,15408,165,35,6.99,2022-01-24 23:03:03.355436+00
24200,157,2,14974,2596,570,4.99,2022-01-28 17:35:21.317431+00
24216,159,1,13933,647,140,0.99,2022-01-30 21:53:23.772263+00
24297,168,2,13811,1235,273,0.99,2022-01-31 07:10:04.369035+00
24299,168,1,15033,2431,531,3.99,2022-01-28 20:27:31.516771+00
24324,171,2,13433,1647,360,0.99,2022-01-29 16:25:58.688187+00
24359,175,2,11618,954,212,4.99,2022-01-29 09:13:02.276271+00
24364,175,2,14507,1969,429,4.99,2022-01-27 07:41:36.199742+00
24393,178,2,11927,3134,689,3.99,2022-01-26 06:08:55.106273+00
24395,178,2,12727,15,3,2.99,2022-01-29 06:50:10.192036+00
24399,178,2,14314,4115,895,2.99,2022-01-24 21:23:45.385805+00
24419,180,1,15039,895,199,4.99,2022-01-31 15:03:52.299314+00
24433,181,2,14406,2741,601,3.99,2022-01-27 06:37:17.914591+00
24462,185,1,12674,636,138,5.99,2022-01-31 04:26:11.897056+00
24498,188,2,15409,560,122,0.99,2022-01-26 04:36:24.137141+00
24523,192,1,11815,272,61,4.99,2022-01-26 10:47:05.699484+00
24531,193,2,12384,2557,560,0.99,2022-01-27 22:46:55.920853+00
24540,194,2,11475,3687,806,5.99,2022-01-30 09:07:14.920528+00
24660,212,1,12156,3270,720,7.99,2022-01-27 12:26:01.647163+00
24695,215,1,15843,611,132,0.99,2022-01-29 17:30:55.654105+00
